#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  135
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  53
#! SET periodic_psi true
   -3.141592654   -3.141592654   19.017205537  -38.269414484   12.071038692
   -3.095050540   -3.141592654   17.126498483  -42.869913949   14.303728300
   -3.048508427   -3.141592654   15.042750836  -46.371100802   16.461816189
   -3.001966313   -3.141592654   12.846771026  -47.476530733   18.261958593
   -2.955424200   -3.141592654   10.678547526  -45.000481239   19.464417629
   -2.908882087   -3.141592654    8.720869143  -38.419525908   20.008974981
   -2.862339973   -3.141592654    7.157397762  -28.272714046   20.061982311
   -2.815797860   -3.141592654    6.117762875  -16.279133484   19.929269195
   -2.769255746   -3.141592654    5.631077880   -4.975827869   19.896819486
   -2.722713633   -3.141592654    5.602144711    2.979611891   20.101378460
   -2.676171520   -3.141592654    5.829717546    5.917747907   20.509438823
   -2.629629406   -3.141592654    6.076958918    4.010137180   21.000455778
   -2.583087293   -3.141592654    6.165096922   -0.352686750   21.497766699
   -2.536545180   -3.141592654    6.062890504   -3.548234448   22.005882644
   -2.490003066   -3.141592654    5.904205358   -2.395975235   22.540064817
   -2.443460953   -3.141592654    5.920973795    3.829740978   23.025285173
   -2.396918839   -3.141592654    6.309466210   13.002885366   23.284785708
   -2.350376726   -3.141592654    7.120491963   21.312265311   23.134469658
   -2.303834613   -3.141592654    8.230066661   25.477565613   22.527608982
   -2.257292499   -3.141592654    9.411581915   24.328429516   21.589253120
   -2.210750386   -3.141592654   10.436165698   19.168831474   20.553709710
   -2.164208272   -3.141592654   11.173541884   12.447895770   19.613782713
   -2.117666159   -3.141592654   11.614971939    6.807548313   18.860308625
   -2.071124046   -3.141592654   11.854683047    4.001422945   18.300096377
   -2.024581932   -3.141592654   12.038086168    4.327353231   17.949720897
   -1.978039819   -3.141592654   12.291923455    6.652400319   17.883875870
   -1.931497706   -3.141592654   12.666131602    9.273433360   18.199771563
   -1.884955592   -3.141592654   13.135148360   10.532712569   18.919835274
   -1.838413479   -3.141592654   13.621538814   10.010368794   19.933838132
   -1.791871365   -3.141592654   14.050256027    8.237087173   21.018378405
   -1.745329252   -3.141592654   14.385930018    6.133801462   21.954153950
   -1.698787139   -3.141592654   14.631365315    4.468343744   22.622559463
   -1.652245025   -3.141592654   14.811941669    3.324779575   23.038382127
   -1.605702912   -3.141592654   14.946009038    2.340254844   23.303736601
   -1.559160798   -3.141592654   15.029007883    1.175376253   23.518228767
   -1.512618685   -3.141592654   15.056742467    0.079042509   23.695550253
   -1.466076572   -3.141592654   15.058770560    0.218346849   23.739577490
   -1.419534458   -3.141592654   15.123722572    3.020245691   23.480482901
   -1.372992345   -3.141592654   15.384282874    8.524154680   22.751375110
   -1.326450232   -3.141592654   15.934046442   15.003913950   21.524766353
   -1.279908118   -3.141592654   16.757162218   19.864991726   19.975094905
   -1.233366005   -3.141592654   17.731782034   21.365400757   18.430632871
   -1.186823891   -3.141592654   18.701124391   19.915749065   17.199834471
   -1.140281778   -3.141592654   19.570192919   17.406324600   16.385577622
   -1.093739665   -3.141592654   20.337389216   15.761373443   15.822440241
   -1.047197551   -3.141592654   21.063628565   15.644256125   15.166912067
   -1.000655438   -3.141592654   21.809620540   16.415587346   14.098271141
   -0.954113324   -3.141592654   22.590465485   16.992835735   12.487464627
   -0.907571211   -3.141592654   23.375570509   16.494557928   10.446475003
   -0.861029098   -3.141592654   24.106820277   14.723459199    8.257307976
   -0.814486984   -3.141592654   24.732780392   11.970323551    6.219930884
   -0.767944871   -3.141592654   25.220868619    8.983793617    4.543469556
   -0.721402757   -3.141592654   25.574220285    6.263740741    3.285039602
   -0.674860644   -3.141592654   25.813480460    4.117138883    2.403680785
   -0.628318531   -3.141592654   25.966733778    2.559771481    1.821144715
   -0.581776417   -3.141592654   26.060381634    1.475232587    1.458481382
   -0.535234304   -3.141592654   26.113296232    0.857609711    1.247233836
   -0.488692191   -3.141592654   26.145905555    0.576215532    1.108565907
   -0.442150077   -3.141592654   26.171764435    0.555889061    0.979809191
   -0.395607964   -3.141592654   26.199847777    0.634303363    0.820389324
   -0.349065850   -3.141592654   26.231064993    0.691169285    0.631208190
   -0.302523737   -3.141592654   26.262506523    0.641714381    0.437182596
   -0.255981624   -3.141592654   26.289411803    0.504247737    0.269992249
   -0.209439510   -3.141592654   26.309091401    0.334654858    0.147485553
   -0.162897397   -3.141592654   26.321233864    0.193115260    0.071647459
   -0.116355283   -3.141592654   26.327781722    0.096083146    0.030772386
   -0.069813170   -3.141592654   26.330840862    0.041427097    0.011670098
   -0.023271057   -3.141592654   26.332083150    0.015512195    0.003892707
    0.023271057   -3.141592654   26.332520476    0.004964452    0.001093412
    0.069813170   -3.141592654   26.332695504   -0.000342905   -0.000184046
    0.116355283   -3.141592654   26.332670217   -0.000774539   -0.000468387
    0.162897397   -3.141592654   26.332618407   -0.001509475   -0.001049758
    0.209439510   -3.141592654   26.332230805   -0.011287416   -0.003528517
    0.255981624   -3.141592654   26.331267588   -0.033786483   -0.009194233
    0.302523737   -3.141592654   26.328505383   -0.094221042   -0.024077534
    0.349065850   -3.141592654   26.321206231   -0.238032793   -0.061709837
    0.395607964   -3.141592654   26.304025104   -0.531172709   -0.148495067
    0.442150077   -3.141592654   26.268359520   -1.037896532   -0.327277901
    0.488692191   -3.141592654   26.204075186   -1.752630988   -0.648951762
    0.535234304   -3.141592654   26.104071548   -2.535683646   -1.150425123
