#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  32
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654   18.859290913  -54.738778048   15.898539385
   -2.945243113   -3.141592654    9.831376653  -36.359133563   18.376368532
   -2.748893572   -3.141592654    4.781730987  -15.227109807   20.057066251
   -2.552544031   -3.141592654    3.641871854    2.564292644   21.068335452
   -2.356194490   -3.141592654    5.295484302   12.819140787   21.842207179
   -2.159844949   -3.141592654    8.142765825   14.985837867   22.955211626
   -1.963495408   -3.141592654   10.851855398   12.167315352   24.839234941
   -1.767145868   -3.141592654   12.924791110    9.362383321   27.498318550
   -1.570796327   -3.141592654   14.814545390   10.820247765   30.419148498
   -1.374446786   -3.141592654   17.559859226   18.040159079   32.749829215
   -1.178097245   -3.141592654   22.169490189   29.254215268   33.658386943
   -0.981747704   -3.141592654   29.064572682   40.578188696   32.656949485
   -0.785398163   -3.141592654   37.838315674   47.689725559   29.722356565
   -0.589048623   -3.141592654   47.330882860   47.524304819   25.197539282
   -0.392699082   -3.141592654   55.964749351   38.900797299   19.582324472
   -0.196349541   -3.141592654   62.126762592   22.702367346   13.357225191
    0.000000000   -3.141592654   64.570943904    1.654988242    6.906598897
    0.196349541   -3.141592654   62.762055059  -19.735870991    0.553773668
    0.392699082   -3.141592654   57.177527110  -35.849318072   -5.348573493
    0.589048623   -3.141592654   49.390593884  -41.417894258  -10.340559691
    0.785398163   -3.141592654   41.798562039  -33.766896574  -13.893550276
    0.981747704   -3.141592654   36.908916234  -14.576821932  -15.578582367
    1.178097245   -3.141592654   36.446493455   10.035833601  -15.287044471
    1.374446786   -3.141592654   40.658556678   31.616758800  -13.338654264
    1.570796327   -3.141592654   48.179829780   42.786356220  -10.356918224
    1.767145868   -3.141592654   56.531507269   39.857291439   -6.996976374
    1.963495408   -3.141592654   62.969481221   23.820418114   -3.677780117
    2.159844949   -3.141592654   65.325663395   -0.731530378   -0.502343345
    2.356194490   -3.141592654   62.541775473  -27.428867008    2.648753363
    2.552544031   -3.141592654   54.831646602  -49.933612216    5.927555077
    2.748893572   -3.141592654   43.536324502  -63.285566063    9.360978370
    2.945243113   -3.141592654   30.762287573  -64.812117279   12.786784977

   -3.141592654   -2.792526803   26.279042881  -49.679743444   23.714860413
   -2.945243113   -2.792526803   18.061041726  -33.230069066   26.247419819
   -2.748893572   -2.792526803   13.432504870  -14.015676533   27.585458201
   -2.552544031   -2.792526803   12.391006191    2.516069268   27.961532225
   -2.356194490   -2.792526803   14.003666857   12.663270449   27.942583676
   -2.159844949   -2.792526803   16.910519084   15.921958543   28.210629170
   -1.963495408   -2.792526803   19.971871207   14.857854664   29.234662903
   -1.767145868   -2.792526803   22.729899601   13.515669402   30.989545046
   -1.570796327   -2.792526803   25.482925751   15.195498411   32.900369371
   -1.374446786   -2.792526803   28.968108703   20.913848231   34.064872824
   -1.178097245   -2.792526803   33.863618719   29.093913198   33.641630835
   -0.981747704   -2.792526803   40.355210209   36.575320105   31.188575548
   -0.785398163   -2.792526803   47.965777923   39.936935771   26.782908228
   -0.589048623   -2.792526803   55.629366164   36.835459921   20.915406547
   -0.392699082   -2.792526803   61.972812837   26.486153693   14.252426320
   -0.196349541   -2.792526803   65.633069578    9.848608867    7.429189802
    0.000000000   -2.792526803   65.606447801  -10.477410873    0.931541829
    0.196349541   -2.792526803   61.565245201  -30.199398548   -4.889282790
    0.392699082   -2.792526803   54.152441327  -43.894659503   -9.739766123
    0.589048623   -2.792526803   45.070596754  -46.483241336  -13.307576349
    0.785398163   -2.792526803   36.803508300  -35.549437606  -15.282780968
    0.981747704   -2.792526803   31.879229383  -13.197388409  -15.478653992
    1.178097245   -2.792526803   31.948457853   13.936141888  -13.985488518
    1.374446786   -2.792526803   37.091726023   37.032448626  -11.212608942
    1.570796327   -2.792526803   45.740706414   48.719934620   -7.736827042
    1.767145868   -2.792526803   55.255150499   45.722284385   -4.057795330
    1.963495408   -2.792526803   62.829779648   29.568604637   -0.395582558
    2.159844949   -2.792526803   66.327771089    5.215227150    3.307495705
    2.356194490   -2.792526803   64.758974708  -20.970139165    7.232299122
    2.552544031   -2.792526803   58.371794128  -42.955595953   11.469922316
    2.748893572   -2.792526803   48.467635691  -56.200255069   15.888745063
    2.945243113   -2.792526803   37.037868244  -58.347964261   20.128115361

   -3.141592654   -2.443460953   34.141440098  -44.786311544   21.372591633
   -2.945243113   -2.443460953   26.709978894  -30.150832253   23.417853194
   -2.748893572   -2.443460953   22.512296830  -12.645670090   24.463935283
   -2.552544031   -2.443460953   21.620187464    2.812478777   24.703014010
   -2.356194490   -2.443460953   23.263222801   12.842648816   24.551723365
   -2.159844949   -2.443460953   26.265924773   16.823392986   24.484748905
   -1.963495408   -2.443460953   29.601440712   16.721538209   24.797580020
   -1.767145868   -2.443460953   32.777114607   15.739400540   25.415537065
   -1.570796327   -2.443460953   35.900861972   16.506970002   25.876181771
   -1.374446786   -2.443460953   39.436091982   19.904418575   25.515565662
   -1.178097245   -2.443460953   43.821604296   24.824890325   23.766617644
   -0.981747704   -2.443460953   49.138583573   28.944830888   20.408357392
   -0.785398163   -2.443460953   54.974297664   29.674081256   15.638868482
   -0.589048623   -2.443460953   60.462464678   25.172366413    9.974414580
   -0.392699082   -2.443460953   64.487398188   14.755033135    4.038716594
   -0.196349541   -2.443460953   65.928788939   -0.865767284   -1.613424420
