#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  32
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654 -110.238411201  -54.690513094   18.158195739
   -2.945243113   -3.141592654 -119.158060599  -35.451687780   20.566021657
   -2.748893572   -3.141592654 -124.012427042  -14.295065534   21.934897156
   -2.552544031   -3.141592654 -125.018337034    2.922368306   22.506548114
   -2.356194490   -3.141592654 -123.360153542   12.528750205   22.836842762
   -2.159844949   -3.141592654 -120.603598150   14.432158666   23.605054121
   -1.963495408   -3.141592654 -117.983171255   11.892503699   25.319092285
   -1.767145868   -3.141592654 -115.901007668    9.768288452   28.036225737
   -1.570796327   -3.141592654 -113.850915088   12.040168090   31.267196255
   -1.374446786   -3.141592654 -110.789319093   20.012208105   34.137736083
   -1.178097245   -3.141592654 -105.726869156   31.860374946   35.729429513
   -0.981747704   -3.141592654  -98.264793366   43.714332189   35.405971937
   -0.785398163   -3.141592654  -88.834634885   51.187819034   32.962213327
   -0.589048623   -3.141592654  -78.646312509   51.018998829   28.578168850
   -0.392699082   -3.141592654  -69.375343826   41.762898322   22.670961432
   -0.196349541   -3.141592654  -62.776385610   24.151533503   15.764053980
    0.000000000   -3.141592654  -60.240831843    1.045853698    8.415594489
    0.196349541   -3.141592654  -62.390245276  -22.586915009    1.204259493
    0.392699082   -3.141592654  -68.720381285  -40.474388634   -5.275024582
    0.589048623   -3.141592654  -77.505343287  -46.754154266  -10.434196847
    0.785398163   -3.141592654  -86.104065468  -38.470416287  -13.786913862
    0.981747704   -3.141592654  -91.753261533  -17.462314410  -15.095106089
    1.178097245   -3.141592654  -92.546445182    9.578546263  -14.493952747
    1.374446786   -3.141592654  -88.194310377   33.384070424  -12.477823184
    1.570796327   -3.141592654  -80.180119499   45.818992374   -9.692651833
    1.767145868   -3.141592654  -71.219441701   42.782384635   -6.662147908
    1.963495408   -3.141592654  -64.323915473   25.376522641   -3.597078976
    2.159844949   -3.141592654  -61.855635318   -1.187027612   -0.424472497
    2.356194490   -3.141592654  -64.914224688  -29.667429781    3.035518189
    2.552544031   -3.141592654  -73.162975171  -52.985687522    6.859840040
    2.748893572   -3.141592654  -85.035639243  -65.933026722   10.904700619
    2.945243113   -3.141592654  -98.211600620  -66.179765549   14.818256976

   -3.141592654   -2.792526803 -102.047464481  -50.010690808   26.347700250
   -2.945243113   -2.792526803 -110.276662163  -33.126078863   28.608987745
   -2.748893572   -2.792526803 -114.890703113  -14.078905019   29.497860230
   -2.552544031   -2.792526803 -115.993175023    1.920047645   29.390248121
   -2.356194490   -2.792526803 -114.544448506   11.633852520   28.972597327
   -2.159844949   -2.792526803 -111.842307944   14.961346978   28.999380300
   -1.963495408   -2.792526803 -108.909753069   14.593695654   29.972652031
   -1.767145868   -2.792526803 -106.094583800   14.404273448   31.876853202
   -1.570796327   -2.792526803 -103.040758190   17.351864434   34.121319855
   -1.374446786   -2.792526803  -99.021701723   24.128841031   35.747748544
   -1.178097245   -2.792526803  -93.422163466   32.957771311   35.804988990
   -0.981747704   -2.792526803  -86.146421693   40.601242210   33.700672960
   -0.785398163   -2.792526803  -77.770687846   43.605212341   29.363428350
   -0.589048623   -2.792526803  -69.465453368   39.599658496   23.196218572
   -0.392699082   -2.792526803  -62.711761137   27.808211529   15.887671868
   -0.196349541   -2.792526803  -58.967669912    9.323566936    8.220037319
    0.000000000   -2.792526803  -59.288068787  -12.936096817    0.916960633
    0.196349541   -2.792526803  -63.974615653  -34.226980048   -5.419821958
    0.392699082   -2.792526803  -72.268757934  -48.700792402  -10.332262392
    0.589048623   -2.792526803  -82.286594155  -51.046854640  -13.506395957
    0.785398163   -2.792526803  -91.344863744  -38.918332942  -14.806157481
    0.981747704   -2.792526803  -96.757466986  -14.749920874  -14.326171634
    1.178097245   -2.792526803  -96.798502595   14.333531079  -12.420591553
    1.374446786   -2.792526803  -91.412183254   38.996400960   -9.623537736
    1.570796327   -2.792526803  -82.284947725   51.461674571   -6.443124212
    1.767145868   -2.792526803  -72.234936189   48.264804451   -3.160054993
    1.963495408   -2.792526803  -64.253537069   31.044565798    0.259876535
    2.159844949   -2.792526803  -60.611649849    5.173045924    4.039948957
    2.356194490   -2.792526803  -62.330637075  -22.390694595    8.367218282
    2.552544031   -2.792526803  -69.079392708  -45.084581067   13.191533576
    2.748893572   -2.792526803  -79.398510581  -58.173470503   18.166524623
    2.945243113   -2.792526803  -91.144036916  -59.540209772   22.741194514

   -3.141592654   -2.443460953  -93.538990664  -45.539312626   22.982442155
   -2.945243113   -2.443460953 -101.095226146  -30.742079059   24.755048517
   -2.748893572   -2.443460953 -105.422421085  -13.440895657   25.443947674
   -2.552544031   -2.443460953 -106.506649482    1.638131663   25.364988588
   -2.356194490   -2.443460953 -105.117330413   11.485267124   25.012649122
   -2.159844949   -2.443460953 -102.357016985   15.804734593   24.881703314
   -1.963495408   -2.443460953  -99.136479057   16.651921750   25.248604906
   -1.767145868   -2.443460953  -95.843571999   17.037249375   26.006008569
   -1.570796327   -2.443460953  -92.323696827   19.206714855   26.651429930
   -1.374446786   -2.443460953  -88.146949079   23.639068175   26.465550751
   -1.178097245   -2.443460953  -82.976324096   28.953379004   24.802083038
   -0.981747704   -2.443460953  -76.868482484   32.740291629   21.350882722
   -0.785398163   -2.443460953  -70.374136660   32.479711244   16.247161241
   -0.589048623   -2.443460953  -64.472388627   26.507206576   10.013719878
   -0.392699082   -2.443460953  -60.350703098   14.380579858    3.374461819
   -0.196349541   -2.443460953  -59.147349538   -2.888767486   -2.934115002
    0.000000000   -2.443460953  -61.646407083  -22.757901520   -8.330480548
    0.196349541   -2.443460953  -67.969964970  -41.013905066  -12.452077376
    0.392699082   -2.443460953  -77.284058436  -52.308712989  -15.154157271
    0.589048623   -2.443460953  -87.714561411  -51.697613987  -16.446145200
    0.785398163   -2.443460953  -96.646473299  -37.062808509  -16.429938446
    0.981747704   -2.443460953 -101.499156664  -11.004665631  -15.266483333
    1.178097245   -2.443460953 -100.679347605   19.242099083  -13.185712559
    1.374446786   -2.443460953  -94.273013964   44.390305400  -10.473081613
    1.570796327   -2.443460953  -84.076944892   56.918920213   -7.392253169
    1.767145868   -2.443460953  -72.952799637   53.784570563   -4.095003908
    1.963495408   -2.443460953  -63.856376465   36.948484831   -0.570265495
    2.159844949   -2.443460953  -58.986068263   11.821817637    3.275400635
    2.356194490   -2.443460953  -59.316745598  -14.931710442    7.483345590
    2.552544031   -2.443460953  -64.548588308  -37.202437894   11.919800954
    2.748893572   -2.443460953  -73.337953623  -50.627066146   16.261661182
    2.945243113   -2.443460953  -83.705817279  -53.199175418   20.079521431

   -3.141592654   -2.094395102  -87.280759223  -41.749309243   13.123134102
   -2.945243113   -2.094395102  -94.233138512  -28.389325861   14.192028222
   -2.748893572   -2.094395102  -98.230091165  -12.383444554   14.771176221
   -2.552544031   -2.094395102  -99.203289230    1.794620229   15.019107835
   -2.356194490   -2.094395102  -97.829443671   11.254092816   15.089978524
