#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  32
#! SET periodic_phi true
   -3.141592654   14.631331953  -53.411118343
   -2.945243113    6.074345260  -33.229679084
   -2.748893572    1.639717575  -12.534155255
   -2.552544031    0.797575487    2.517219561
   -2.356194490    2.022863841    8.243826995
   -2.159844949    3.440873939    4.934060896
   -1.963495408    3.650800250   -3.041055653
   -1.767145868    2.376964416   -9.056046613
   -1.570796327    0.596243742   -7.579134965
   -1.374446786    0.000000000    2.804294189
   -1.178097245    2.069097330   18.647983354
   -0.981747704    7.286838276   33.804148438
   -0.785398163   14.939215987   42.674129756
   -0.589048623   23.470742943   42.553621071
   -0.392699082   31.092676182   33.635716387
   -0.196349541   36.238955271   17.710295828
    0.000000000   37.773596504   -2.653388219
    0.196349541   35.155026116  -23.843057973
    0.392699082   28.712745352  -40.562224331
    0.589048623   19.950563305  -46.447963691
    0.785398163   11.527750215  -36.641300365
    0.981747704    6.618239678  -11.235761182
    1.178097245    7.729779650   23.087197396
    1.374446786   15.530873432   54.841910296
    1.570796327   28.345274090   72.545828217
    1.767145868   42.666969836   69.704235633
    1.963495408   54.434747592   47.316372765
    2.159844949   60.456169114   12.788588889
    2.356194490   59.353615272  -23.476818649
    2.552544031   51.759688022  -51.977552710
    2.748893572   39.854365246  -66.768834827
    2.945243113   26.548759439  -66.380329810
