#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  135
#! SET periodic_phi true
   -3.141592654   14.633434161  -50.474649675
   -3.095050540   12.415144969  -44.827271179
   -3.048508427   10.463802465  -39.074477997
   -3.001966313    8.771625429  -33.816467825
   -2.955424200    7.306040144  -29.395584299
   -2.908882087    6.032243131  -25.421121153
   -2.862339973    4.939595503  -21.513502591
   -2.815797860    4.031056120  -17.636182332
   -2.769255746    3.292980803  -14.388380607
   -2.722713633    2.682749665  -12.169946082
   -2.676171520    2.153962875  -10.714503898
   -2.629629406    1.693365412   -9.029281172
   -2.583087293    1.335498020   -6.276355906
   -2.536545180    1.137417670   -2.270532643
   -2.490003066    1.135019529    1.974832475
   -2.443460953    1.308157087    5.090233734
   -2.396918839    1.586596063    6.506328676
   -2.350376726    1.902042303    6.781116966
   -2.303834613    2.225852405    6.962633710
   -2.257292499    2.560814050    7.279719301
   -2.210750386    2.902286872    7.113971193
   -2.164208272    3.212779501    5.878230366
   -2.117666159    3.448703056    4.014299122
   -2.071124046    3.605405588    2.766286405
   -2.024581932    3.733457699    2.800333082
   -1.978039819    3.886291386    3.548531308
   -1.931497706    4.061521220    3.527515327
   -1.884955592    4.190273157    1.422649455
   -1.838413479    4.168161111   -2.725902515
   -1.791871365    3.927088592   -7.911291151
   -1.745329252    3.453714343  -12.465149254
   -1.698787139    2.804133681  -15.269592121
   -1.652245025    2.077318284  -15.699712858
   -1.605702912    1.388366906  -13.730609463
   -1.559160798    0.830908820  -10.214281629
   -1.512618685    0.448095234   -6.515724529
   -1.466076572    0.217162757   -3.788301743
   -1.419534458    0.083105025   -2.281943025
   -1.372992345    0.005661558   -1.130665092
   -1.326450232    0.000000000    1.049323670
   -1.279908118    0.144337814    5.431987119
   -1.233366005    0.555369353   12.421289433
   -1.186823891    1.333878482   20.926675387
   -1.140281778    2.499523851   28.650025616
   -1.093739665    3.962480619   33.363857430
   -1.047197551    5.556824515   34.363468578
   -1.000655438    7.136482309   33.134845823
   -0.954113324    8.656183942   32.289508944
   -0.907571211   10.186420967   33.715392680
   -0.861029098   11.845059966   37.643330486
   -0.814486984   13.713331911   42.372431381
   -0.767944871   15.772521144   45.434380272
   -0.721402757   17.899738637   45.112163106
   -0.674860644   19.935465169   41.736225292
   -0.628318531   21.781718313   37.472704067
   -0.581776417   23.464057593   35.148175542
   -0.535234304   25.115353871   36.232733360
   -0.488692191   26.883207155   39.722692118
   -0.442150077   28.818754195   43.041655540
   -0.395607964   30.850700001   43.475967459
   -0.349065850   32.811076421   39.895244421
   -0.302523737   34.512847412   32.579829116
   -0.255981624   35.811318849   22.810690904
   -0.209439510   36.634718696   12.474818954
   -0.162897397   37.008353372    3.962830168
   -0.116355283   37.067753065   -0.737901629
   -0.069813170   37.012357417   -1.164168299
   -0.023271057   37.004665446    0.903652472
    0.023271057   37.083945614    1.837715668
    0.069813170   37.119451664   -1.268583274
    0.116355283   36.897026402   -8.993286483
    0.162897397   36.244046503  -19.301078857
    0.209439510   35.115562892  -28.911270454
    0.255981624   33.606129378  -35.447729785
    0.302523737   31.875900806  -38.396599381
    0.349065850   30.070596448  -39.056279441
    0.395607964   28.252544499  -39.106692954
    0.442150077   26.414757032  -40.222693193
    0.488692191   24.491441905  -42.725356140
    0.535234304   22.434618943  -45.655609996
    0.581776417   20.268667683  -46.987969431
    0.628318531   18.113283879  -45.079439128
    0.674860644   16.123818455  -40.106586469
    0.721402757   14.392610636  -34.489981460
    0.767944871   12.880117479  -31.103682424
    0.814486984   11.457077339  -30.429570223
    0.861029098   10.047621173  -29.965107381
    0.907571211    8.725414425  -26.130541703
    0.954113324    7.694577758  -17.526538344
    1.000655438    7.143661059   -6.056039462
    1.047197551    7.125095230    4.674028486
    1.093739665    7.535703352   12.333610581
    1.140281778    8.232222242   17.145168949
    1.186823891    9.130089208   21.380664560
    1.233366005   10.254698132   27.054782056
    1.279908118   11.692258287   34.777694621
    1.326450232   13.518295594   43.620951640
    1.372992345   15.750081790   51.981580414
    1.419534458   18.339595581   58.776131812
    1.466076572   21.203700260   63.852087558
    1.512618685   24.274724980   67.737944005
    1.559160798   27.511897762   71.060114638
    1.605702912   30.889154384   73.710448577
    1.652245025   34.355382415   74.700951211
    1.698787139   37.812038560   73.226094120
    1.745329252   41.149681606   69.708136440
    1.791871365   44.305992285   65.885382416
    1.838413479   47.305890288   63.074421761
    1.884955592   50.201451269   61.173504161
    1.931497706   53.000415918   58.680559510
    1.978039819   55.636344015   53.995206913
    2.024581932   57.997854437   47.032975729
    2.071124046   59.996514730   38.500913830
    2.117666159   61.571068865   28.868671832
    2.164208272   62.659300517   17.342326813
    2.210750386   63.151303962    3.254569964
    2.257292499   62.932369073  -12.861146939
    2.303834613   61.960956812  -28.589678137
    2.350376726   60.328414655  -40.764092177
    2.396918839   58.255019022  -47.421041053
    2.443460953   55.992956639  -49.170320722
    2.490003066   53.712216571  -48.752214838
    2.536545180   51.435127926  -49.494761018
    2.583087293   49.059688483  -53.017714450
    2.629629406   46.469379072  -58.446314028
    2.676171520   43.631555753  -63.132010829
    2.722713633   40.635507726  -65.064801406
    2.769255746   37.612827523  -64.480665417
    2.815797860   34.638960685  -63.339420751
    2.862339973   31.695414280  -63.361918386
    2.908882087   28.721670968  -64.448994219
    2.955424200   25.703739854  -65.026344926
    3.001966313   22.700237866  -63.637321411
    3.048508427   19.811031270  -60.324466470
    3.095050540   17.106675132  -55.713711706
